created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Thu Dec 07 14:28:20 +0000 2023;1732769013707530623;"Dukungan untuk Pak Ganjar Pranowo dan Pak Mahfud MD adalah wujud apresiasi terhadap setiap rintangan yang telah mereka lewati @sekrolteross  https://t.co/rY33C7Nzx8";0;0;0;0;in;1689896450145325056;1732769013707530623;RizalFauz56;https://twitter.com/RizalFauz56/status/1732769013707530623
Thu Dec 07 14:28:20 +0000 2023;1732769011107033157;"Keberhasilan Pak Ganjar Pranowo dan Pak Mahfud MD adalah cermin dari kerja keras dan ketekunan @rrr4bkaaa  https://t.co/9opnUn9VAN";0;0;0;0;in;1690282016804384768;1732769011107033157;alvingunawann71;https://twitter.com/alvingunawann71/status/1732769011107033157
Thu Dec 07 14:28:17 +0000 2023;1732769000659009608;"@Gus_Raharjo @ganjarpranowo Sudah ada dalam program pak Ganjar Tuntaskan IKN jika nanti menang Pilpres";0;0;0;0;in;1698968732138377216;1732646210912296966;ganjaranku;https://twitter.com/ganjaranku/status/1732769000659009608
Thu Dec 07 14:28:17 +0000 2023;1732768999664918668;"Kepercayaan masyarakat Jatim terhadap Pak Ganjar Pranowo dan Pak Mahfud MD semakin menguat @rrdhan15  https://t.co/I2xPGSCh5u";0;0;0;0;in;1688836931558551552;1732768999664918668;fadilladin25;https://twitter.com/fadilladin25/status/1732768999664918668
Thu Dec 07 14:28:15 +0000 2023;1732768992484344306;"KTP SAKTI bukan hanya kartu, tapi juga lambang harapan untuk masa depan yang lebih baik, yang diusung oleh kepemimpinan Ganjar Pranowo. @purpledaisy97  LanjutGan GanjarSatsetIKN KTPSaktiGanjarMahfud https://t.co/fYmyAe9mCN";0;0;0;0;in;1687399634300538880;1732768992484344306;ragaangkasaaaa;https://twitter.com/ragaangkasaaaa/status/1732768992484344306
Thu Dec 07 14:28:12 +0000 2023;1732768979322564876;"Ganjar Pranowo diyakini akan menjadikan Kota Z sebagai contoh sukses untuk pembangunan kota pintar di pulau-pulau lain, termasuk Papua. @ReztuEko  LanjutGan GanjarSatsetIKN KTPSaktiGanjarMahfud https://t.co/DfwGn2yGPP";0;0;0;0;in;1683694784114987009;1732768979322564876;alvian_san45;https://twitter.com/alvian_san45/status/1732768979322564876
Thu Dec 07 14:28:10 +0000 2023;1732768968882958646;"Ganjar Pranowo menjadikan KTP SAKTI sebagai solusi pintar untuk menyederhanakan berbagai layanan publik yang selama ini rumit. @pikapatootie  LanjutGan GanjarSatsetIKN KTPSaktiGanjarMahfud https://t.co/oLeLwKdohJ";0;0;0;0;in;1688170441398165505;1732768968882958646;melsiputri861;https://twitter.com/melsiputri861/status/1732768968882958646
Thu Dec 07 14:28:06 +0000 2023;1732768954983063953;"Ganjar Pranowo memang sosok yang tepat untuk mengembangkan program KTP SAKTI, membawa inovasi positif untuk kemajuan Indonesia. @Ptksj0  LanjutGan GanjarSatsetIKN KTPSaktiGanjarMahfud https://t.co/QwEviwjSuN";0;0;0;0;in;1689130577688150016;1732768954983063953;Muhammarinaldoo;https://twitter.com/Muhammarinaldoo/status/1732768954983063953
Thu Dec 07 14:28:00 +0000 2023;1732768927439000024;"@Semi03558529 @ganjarpranowo Semoga pemuda dan tenaga kerja yg bekerja di IKN prioritas diisi orang2 kalimantan yg siap kerja.";0;0;0;0;in;1364867719;1732760993040916504;yuwantino12;https://twitter.com/yuwantino12/status/1732768927439000024
Thu Dec 07 14:27:53 +0000 2023;1732768899429490910;"Kreativitas Ganjar Pranowo tercermin dalam KTP SAKTI, menyatukan program bantuan sosial dengan kemudahan mengakses layanan publik. @partofsavior  LanjutGan GanjarSatsetIKN KTPSaktiGanjarMahfud https://t.co/y5VLnkY5p0";0;0;0;0;in;1691001079297949696;1732768899429490910;IlhamiDendi;https://twitter.com/IlhamiDendi/status/1732768899429490910
Thu Dec 07 14:27:50 +0000 2023;1732768886104129740;"Ganjar Pranowo menggugah semangat positif dalam masyarakat dengan memperkenalkan KTP SAKTI sebagai solusi terpadu untuk berbagai kebutuhan. @pcrny_jaehyun_  LanjutGan GanjarSatsetIKN KTPSaktiGanjarMahfud https://t.co/B02zV1rVgw";0;0;0;0;in;1687326449525739520;1732768886104129740;AndraRizkie3;https://twitter.com/AndraRizkie3/status/1732768886104129740
Thu Dec 07 14:27:45 +0000 2023;1732768865736683690;"Dukungan masyarakat Jatim untuk Pak Ganjar Pranowo dan Pak Mahfud MD mencerminkan kepercayaan yang besar @rpx1312  https://t.co/HeWkjqGRFO";0;0;0;0;in;1690280130432978944;1732768865736683690;akbrhadii8;https://twitter.com/akbrhadii8/status/1732768865736683690
Thu Dec 07 14:27:41 +0000 2023;1732768848498098505;"Ganjar Pranowo hadir sebagai pemimpin yang memahami kebutuhan rakyat, terbukti dengan program KTP SAKTI yang inklusif. @pubIicnt  LanjutGan GanjarSatsetIKN KTPSaktiGanjarMahfud https://t.co/rCXkwYZtPw";0;0;0;0;in;1691306244626403328;1732768848498098505;erdiyantowawann;https://twitter.com/erdiyantowawann/status/1732768848498098505
Thu Dec 07 14:27:39 +0000 2023;1732768839585169806;"@AirinDatangLagi @ganjarpranowo semangat terus pak ganjar mahfud 😍😍";0;0;0;0;in;1668187153866842112;1732409515310743684;ayanaasss;https://twitter.com/ayanaasss/status/1732768839585169806
Thu Dec 07 14:27:38 +0000 2023;1732768838163255770;"Cukup Pakai NIK, akses ke layanan pemerintah jadi lebih efisien. Ganjar Pranowo, selalu memberikan yang terbaik untuk rakyat Indonesia @vonkaa_aja  LanjutGan GanjarSatsetIKN KTPSaktiGanjarMahfud https://t.co/Kob3wcbDYe";0;0;0;0;in;1688594352283746304;1732768838163255770;hasanfrzzz;https://twitter.com/hasanfrzzz/status/1732768838163255770
Thu Dec 07 14:27:38 +0000 2023;1732768836594565314;"Ganjar Pranowo selalu memberikan yang terbaik. Program KTP SAKTI ini bukti nyata komitmennya! @TRInsan1  LanjutGan GanjarSatsetIKN KTPSaktiGanjarMahfud https://t.co/MhkYlggBM7";0;0;0;0;in;1689178904387629056;1732768836594565314;rinaherlinaa4;https://twitter.com/rinaherlinaa4/status/1732768836594565314
Thu Dec 07 14:27:38 +0000 2023;1732768834950738207;"Dukungan untuk Ganjar Pranowo tidak hanya sebagai capres, tapi sebagai pemimpin yang akan membawa Indonesia ke arah lebih baik. @rhainasiuduk  LanjutGan GanjarSatsetIKN KTPSaktiGanjarMahfud https://t.co/1QuNUmMD6i";0;0;0;0;in;1684095030024376320;1732768834950738207;ghinaulyaaaaa;https://twitter.com/ghinaulyaaaaa/status/1732768834950738207
Thu Dec 07 14:27:34 +0000 2023;1732768821004443898;"Ganjar Pranowo, setiap proses adalah bagian dari perjalanan Anda menuju kepemimpinan yang lebih baik @rakhafarizii  https://t.co/ddxbKxyQ5o";0;0;0;0;in;1684106569410306051;1732768821004443898;fithriya_a11;https://twitter.com/fithriya_a11/status/1732768821004443898
Thu Dec 07 14:27:29 +0000 2023;1732768800112619630;"IKN adalah wujud dari perpaduan antara kepemimpinan Ganjar Pranowo dan visi besar untuk menciptakan kesejahteraan bagi rakyat Indonesia. @minimonipaw  LanjutGan GanjarSatsetIKN KTPSaktiGanjarMahfud https://t.co/U4v1dGwFk8";0;0;0;0;in;1686985414283046912;1732768800112619630;rinantonabawi;https://twitter.com/rinantonabawi/status/1732768800112619630
Thu Dec 07 14:27:22 +0000 2023;1732768770249154777;"IKN bukan hanya mimpi, tapi sebuah kenyataan yang diarahkan oleh Ganjar Pranowo untuk kemajuan bangsa. @rflesiaa03  LanjutGan GanjarSatsetIKN KTPSaktiGanjarMahfud https://t.co/CyTOWhMfev";0;0;0;0;in;1683736659005931520;1732768770249154777;nugraha_fa10131;https://twitter.com/nugraha_fa10131/status/1732768770249154777
Thu Dec 07 14:27:21 +0000 2023;1732768765819900073;"KTP SAKTI adalah langkah progresif Ganjar Pranowo dalam menciptakan sistem administrasi yang lebih efisien dan akuntabel. @pdenjii  LanjutGan GanjarSatsetIKN KTPSaktiGanjarMahfud https://t.co/axTnT7x4i0";0;0;0;0;in;1687703437281288192;1732768765819900073;fahmiiwcksn;https://twitter.com/fahmiiwcksn/status/1732768765819900073
Thu Dec 07 14:27:21 +0000 2023;1732768763697586514;"@narkosun @Paltiwest @yusuf_dumdum Ganjar Pranowo, semangat untuk terus membawa harapan positif untuk Indonesia!";0;0;0;0;in;1703217725387202560;1732639738803421326;gala_ira23;https://twitter.com/gala_ira23/status/1732768763697586514
Thu Dec 07 14:27:19 +0000 2023;1732768755498000578;"Semangat perubahan yang dibawa oleh Pak Ganjar Pranowo dan Pak Mahfud MD patut diapresiasi @Rstab5  https://t.co/TeYbxw9OeQ";0;0;0;0;in;1688399311363784704;1732768755498000578;gita_ivanka;https://twitter.com/gita_ivanka/status/1732768755498000578
Thu Dec 07 14:27:16 +0000 2023;1732768745850822736;"Ganjar Pranowo, Indonesia butuh pemimpin seperti Anda yang memiliki pemahaman mendalam tentang setiap proses @NDfoto  https://t.co/A2nLh2AR85";0;0;0;0;in;1688456290220244992;1732768745850822736;NicholasJeffri;https://twitter.com/NicholasJeffri/status/1732768745850822736
Thu Dec 07 14:27:16 +0000 2023;1732768744328270013;"Ganjar Pranowo, setiap proses adalah bagian dari perjalananmu menuju kesuksesan Tetaplah menjadi inspirasi bagi banyak orang! @Royale_K9  https://t.co/kJl2HgphwI";0;0;0;0;in;1694617177339621376;1732768744328270013;defarantiara;https://twitter.com/defarantiara/status/1732768744328270013
Thu Dec 07 14:27:13 +0000 2023;1732768731841896755;"@AirinDatangLagi @ganjarpranowo All in pak Ganjar Mahfud, semangat terus pak";0;0;0;0;in;1685547769745100801;1732409515310743684;AnggunMoni34043;https://twitter.com/AnggunMoni34043/status/1732768731841896755
Thu Dec 07 14:27:08 +0000 2023;1732768708844470368;"@Anak__Ogi @ganjarpranowo Ganjar Tuntaskan IKN";0;0;0;0;in;1717172040845942784;1732655925390172401;liaann98;https://twitter.com/liaann98/status/1732768708844470368
Thu Dec 07 14:27:03 +0000 2023;1732768688506368502;"@putri_lior4 @ganjarpranowo @mohmahfudmd Saya khawatir klo mrka berkuasa ntar klo kbijakannya mrugikan rakyat lalu para pngkritik di 'jogetin' aja, dan mrka ttp dgn agenda kpntingannya";0;0;0;0;in;1041728329039015937;1732642895587594491;med__81;https://twitter.com/med__81/status/1732768688506368502
Thu Dec 07 14:26:55 +0000 2023;1732768656285687850;"Program unggulan ini menunjukkan perhatian Ganjar Pranowo terhadap kebutuhan masyarakat yang semakin modern. @privakooo  LanjutGan GanjarSatsetIKN KTPSaktiGanjarMahfud https://t.co/yL7vpid5ee";0;0;0;0;in;1686280023798697984;1732768656285687850;aldiazis040;https://twitter.com/aldiazis040/status/1732768656285687850
Thu Dec 07 14:26:55 +0000 2023;1732768654901514310;"Semangat Pak Ganjar Pranowo dan Pak Mahfud MD adalah pendorong bagi kita semua @rrrapiii  https://t.co/EXvqkzPDEh";0;0;0;0;in;1688850562534813696;1732768654901514310;saskiaftrrr3;https://twitter.com/saskiaftrrr3/status/1732768654901514310
Thu Dec 07 14:26:54 +0000 2023;1732768653148406033;"@Aryprasetyo85 @ganjarpranowo Bersama pak Ganjar Tuntaskan IKN";0;0;0;0;in;1398117829656776704;1732649186011840949;Hestiayu2807;https://twitter.com/Hestiayu2807/status/1732768653148406033
Thu Dec 07 14:26:54 +0000 2023;1732768650417893517;"@ganjarpranowo Semangat merubah indonesia ke arah yg jauh lebih baik lagi pak";0;0;0;0;in;1626864354099605504;1732589528039456768;yenitaputri44;https://twitter.com/yenitaputri44/status/1732768650417893517
Thu Dec 07 14:26:50 +0000 2023;1732768634601107498;"yakni Anies Baswedan-Muhaimin Iskandar dengan nomor urut 1, Prabowo Subianto-Gibran Rakabuming Raka nomor urut 2, dan Ganjar Pranowo-Mahfud MD nomor urut 3. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto";0;1;0;0;in;1637364641364836353;1732768591697645967;SonnyTulang;https://twitter.com/SonnyTulang/status/1732768634601107498
Thu Dec 07 14:26:43 +0000 2023;1732768606557983167;"Ganjar Pranowo, pemimpin yang siap menunjukkan bahwa proses adalah bagian dari perjalanan @screamingo_  https://t.co/GPwpvRHUdE";0;0;0;0;in;1688422556272148481;1732768606557983167;diniptrrr7;https://twitter.com/diniptrrr7/status/1732768606557983167
Thu Dec 07 14:26:40 +0000 2023;1732768591877959961;"Ganjar Pranowo, calon pemimpin yang solutif, menyempurnakan program bantuan sosial melalui KTP SAKTI. @ppanhclee  LanjutGan GanjarSatsetIKN KTPSaktiGanjarMahfud https://t.co/CjZn1JvIwM";0;0;0;0;in;1687112405938286592;1732768591877959961;finarahaniiii;https://twitter.com/finarahaniiii/status/1732768591877959961
Thu Dec 07 14:26:39 +0000 2023;1732768587109019872;"Ganjar Pranowo, gubernur yang punya dedikasi luar biasa! @wowiyoo  LanjutGan GanjarSatsetIKN KTPSaktiGanjarMahfud https://t.co/PVGVhed1d1";0;0;0;0;in;1685930679828377600;1732768587109019872;YuliaFi85463362;https://twitter.com/YuliaFi85463362/status/1732768587109019872
Thu Dec 07 14:26:36 +0000 2023;1732768576178627053;"@B3doel___ @ganjarpranowo Konsisten banget pasangan calon presiden dam wapres ini";0;0;0;0;in;1346393672015728645;1732649544289235067;RiskyCece;https://twitter.com/RiskyCece/status/1732768576178627053
Thu Dec 07 14:26:34 +0000 2023;1732768569103098027;"KTP SAKTI menjadi tonggak baru dalam pemerintahan Ganjar Pranowo, memberikan kemudahan dalam setiap aspek kehidupan masyarakat. @pastibisa27  LanjutGan GanjarSatsetIKN KTPSaktiGanjarMahfud https://t.co/xD92hTcJOZ";0;0;0;0;in;1691310819668316160;1732768569103098027;dianamersyyy;https://twitter.com/dianamersyyy/status/1732768569103098027
Thu Dec 07 14:26:34 +0000 2023;1732768567173460032;"@Yulia_NS79 @ganjarpranowo dukungg bngtt pak Ganjar Tuntaskan IKN";0;0;0;0;in;1708834672564928512;1732663542657261801;ririyki25655;https://twitter.com/ririyki25655/status/1732768567173460032
Thu Dec 07 14:26:34 +0000 2023;1732768566846386503;"Dengan tekad yang kuat Ganjar bertekad program satu keluarga miskin satu sarjana sangat dibutuhkan masyarakat di seluruh IndonesiaMari kita sama sama berjuang mewujudkan. #GanjarPranowo #GanjarMahfud #GanjarPranowoPilihanUmat #JNK #TemanAlamGanjar #AtikohIbuNegara #Bram0712 https://t.co/Md1qr1Ivu9";0;0;0;0;in;984167274;1732768566846386503;sdf_fvvxfvs;https://twitter.com/sdf_fvvxfvs/status/1732768566846386503
Thu Dec 07 14:26:32 +0000 2023;1732768557753118857;"Warga Jatim mendukung Pak Ganjar Pranowo dan Pak Mahfud MD sebagai bentuk harapan akan masa depan yang lebih cerah @RRuhuddien  https://t.co/KzQjh6NaG0";0;0;0;0;in;1688392169881829376;1732768557753118857;ast_phoenixx;https://twitter.com/ast_phoenixx/status/1732768557753118857
Thu Dec 07 14:26:30 +0000 2023;1732768548987269194;"Program KTP SAKTI ini sangat memudahkan, Ganjar Pranowo emang punya perhatian besar buat kemudahan masyarakat. @sweetybby_x  LanjutGan GanjarSatsetIKN KTPSaktiGanjarMahfud https://t.co/amAcPHb1SY";0;0;0;0;in;1691000178856308737;1732768548987269194;SisAuliaa;https://twitter.com/SisAuliaa/status/1732768548987269194
Thu Dec 07 14:26:29 +0000 2023;1732768545975460165;"Dukungan masyarakat Jatim untuk Pak Ganjar Pranowo dan Pak Mahfud MD terus mengalir @rrprlk  https://t.co/s7n8NCgjdy";0;0;0;0;in;1688773452743028736;1732768545975460165;algiyanto2;https://twitter.com/algiyanto2/status/1732768545975460165
Thu Dec 07 14:26:28 +0000 2023;1732768541827309910;"@RizkiR4madani @ganjarpranowo Semangat terus untuk maju. Harapan kami pak Ganjar bisa buat Indonesia lebih berkembang dan yang pasti sejahtera 🇮🇩 salam tiga jari";0;0;0;0;in;1708620330666004480;1732658879564313036;dinaarmyy_;https://twitter.com/dinaarmyy_/status/1732768541827309910
Thu Dec 07 14:26:26 +0000 2023;1732768535590371528;"@narkosun @Paltiwest @yusuf_dumdum Ganjar Pranowo memang punya magnet positif yang membuat banyak orang mendukungnya.";0;0;0;0;in;1703821329730822144;1732639738803421326;AnggriawanYahya;https://twitter.com/AnggriawanYahya/status/1732768535590371528
Thu Dec 07 14:26:26 +0000 2023;1732768534147600582;"Ganjar Pranowo, semoga setiap proses membawa keberkahan bagi Jawa Timur dan Indonesia @shintyaa18_  https://t.co/RPq6IuCM5K";0;0;0;0;in;1689545335239331840;1732768534147600582;nardeznakaya;https://twitter.com/nardeznakaya/status/1732768534147600582
Thu Dec 07 14:26:25 +0000 2023;1732768529848340754;"@s4_mijo @ganjarpranowo Kok ndak mampir rumahku Pak?";0;0;0;0;in;1357226411832954880;1732634753336328599;_zhyme;https://twitter.com/_zhyme/status/1732768529848340754
Thu Dec 07 14:26:22 +0000 2023;1732768517148049500;"@ganjarpranowo Kira² periode presiden baru mendatang cukup waktu menunantaskan IKN hingga smooth berjalan??  Kadang mimpi Dan teori sangat Indah di ingatan..  tp realisasi nya suka ga Sama...     *Kasus Wadas sdh case closed kahh??  IKN ini besar lohhh... Apa sanggup? 🤭😂😅";0;0;0;0;in;3238948560;1732635553949212783;abas_jo;https://twitter.com/abas_jo/status/1732768517148049500
Thu Dec 07 14:26:20 +0000 2023;1732768507803164955;"KTP SAKTI menciptakan konektivitas yang erat antara pemerintah dan rakyat, mencerminkan kecerdasan kepemimpinan Ganjar Pranowo. @ponymarkkk  LanjutGan GanjarSatsetIKN KTPSaktiGanjarMahfud https://t.co/ms5O03eMCG";0;0;0;0;in;1686655477504229376;1732768507803164955;miranadin471;https://twitter.com/miranadin471/status/1732768507803164955
Thu Dec 07 14:26:19 +0000 2023;1732768506150531184;"Pak Mahfud MD, pandangan bijak Anda akan menjadi penuntun berharga bagi Ganjar Pranowo dalam perjalanannya @SandyRosmana_  https://t.co/H8X1zvdpxc";0;0;0;0;in;1689550751117504513;1732768506150531184;AndrianRahmt;https://twitter.com/AndrianRahmt/status/1732768506150531184
Thu Dec 07 14:26:19 +0000 2023;1732768505131319487;"Kita yakin, Pak Ganjar Pranowo dan Pak Mahfud MD memiliki visi yang sejalan dengan kebutuhan rakyat @Rstp76  https://t.co/88F4ECNFLf";0;0;0;0;in;1688397907563880449;1732768505131319487;mhmdharwbwo;https://twitter.com/mhmdharwbwo/status/1732768505131319487
Thu Dec 07 14:26:19 +0000 2023;1732768504623812903;"@IvanCahyadi80 @Anak__Ogi @ganjarpranowo Dibahas oleh anis Dinarasikan oleh anis";0;1;0;1;in;1708956925243908096;1732658421122634132;BurjoPemenang;https://twitter.com/BurjoPemenang/status/1732768504623812903
Thu Dec 07 14:26:18 +0000 2023;1732768499976540651;"@ganjarpranowo Inilah sosok calon pemimpin kita di masa depan nanti";0;0;0;0;in;1626547672252284928;1732589528039456768;neltasaputri;https://twitter.com/neltasaputri/status/1732768499976540651
Thu Dec 07 14:26:16 +0000 2023;1732768492128964918;"Warga Jatim yakin, Pak Ganjar Pranowo dan Pak Mahfud MD adalah pemimpin yang mampu membawa perubahan @RPersijafans  https://t.co/4VVZHQWBHo";0;0;0;0;in;1688495312384692224;1732768492128964918;mithafitri59694;https://twitter.com/mithafitri59694/status/1732768492128964918
Thu Dec 07 14:26:16 +0000 2023;1732768491172766125;"Bersama Pak Ganjar Pranowo dan Pak Mahfud MD, kita belajar bahwa keberhasilan adalah hasil dari perjalanan dan pengalaman @SekedarUyuhku  https://t.co/pPdR8fXgqu";0;0;0;0;in;1689487691724042240;1732768491172766125;YulfaHusnia;https://twitter.com/YulfaHusnia/status/1732768491172766125
Thu Dec 07 14:26:15 +0000 2023;1732768487410438451;"Ganjar Pranowo punya inisiatif yang bagus dengan program KTP SAKTI. Masyarakat pasti seneng! @terabaykaan  LanjutGan GanjarSatsetIKN KTPSaktiGanjarMahfud https://t.co/SXLIl28Rkx";0;0;0;0;in;1687344547846840320;1732768487410438451;RaffiAngga3;https://twitter.com/RaffiAngga3/status/1732768487410438451
Thu Dec 07 14:26:14 +0000 2023;1732768484218544224;"Setiap proses adalah investasi untuk masa depan yang lebih baik Dukungan untuk Pak Ganjar Pranowo dan Pak Mahfud MD @renoir444  https://t.co/1xECtnKch4";0;0;0;0;in;1684454406723637248;1732768484218544224;FriskaDama62_;https://twitter.com/FriskaDama62_/status/1732768484218544224
Thu Dec 07 14:26:09 +0000 2023;1732768462991249672;"Cukup Pakai NIK, layanan pemerintah lebih terintegrasi. Ganjar Pranowo memang pemimpin yang inovatif. @Terkadangmales  LanjutGan GanjarSatsetIKN KTPSaktiGanjarMahfud https://t.co/OEZBoezsXX";0;0;0;0;in;1686590547744727040;1732768462991249672;yahyacmad;https://twitter.com/yahyacmad/status/1732768462991249672
Thu Dec 07 14:26:09 +0000 2023;1732768462869594605;"@jijindut @ganjarpranowo gaspol pak Ganjar Tuntaskan IKN";0;0;0;0;in;1708834672564928512;1732688810276962306;ririyki25655;https://twitter.com/ririyki25655/status/1732768462869594605
Thu Dec 07 14:26:08 +0000 2023;1732768460348821589;"@PagiPerindu @ganjarpranowo Gaspol dukung Ganjar Tuntaskan  IKN";0;0;0;0;in;1704094691640389632;1732653809514770858;swhuh147410;https://twitter.com/swhuh147410/status/1732768460348821589
Thu Dec 07 14:26:05 +0000 2023;1732768445115113756;"Dukungan untuk Pak Ganjar Pranowo dan Pak Mahfud MD semakin menguat seiring berjalannya waktu @royhan_munyuk  https://t.co/trjid4qjo5";0;0;0;0;in;1687136571370491904;1732768445115113756;raffihanifko;https://twitter.com/raffihanifko/status/1732768445115113756
Thu Dec 07 14:26:00 +0000 2023;1732768425540214972;"@Jelli_cent @ganjarpranowo Pasti pilih Ganjar Mahfud karna Ganjar Tuntaskan IKN";0;0;0;0;in;1691738947276410880;1732654066214592675;Heni19862346341;https://twitter.com/Heni19862346341/status/1732768425540214972
Thu Dec 07 14:25:57 +0000 2023;1732768411808133419;"Semangat Pak Ganjar Pranowo! Rakyat Jatim yakin bahwa setiap langkahmu membawa harapan baru @rendyyfr  https://t.co/SuSOhoBRWi";0;0;0;0;in;1695091817333813249;1732768411808133419;wendyyaldinni;https://twitter.com/wendyyaldinni/status/1732768411808133419
Thu Dec 07 14:25:56 +0000 2023;1732768410377834668;"Proses membangun karakter, seperti yang diungkapkan oleh Pak Mahfud Ganjar Pranowo, jadilah pemimpin yang kuat! @sannauval  https://t.co/AUL2f2mCRn";0;0;0;0;in;1689202579816026112;1732768410377834668;HestiMelyaM;https://twitter.com/HestiMelyaM/status/1732768410377834668
Thu Dec 07 14:25:52 +0000 2023;1732768393646723408;"Program KTP SAKTI menunjukkan visi Ganjar Pranowo yang inklusif dan progresif untuk kesejahteraan bersama. @PhoebeGIP  LanjutGan GanjarSatsetIKN KTPSaktiGanjarMahfud https://t.co/6BNRmiCSRO";0;0;0;0;in;1686614648517537792;1732768393646723408;MuhammadAz42;https://twitter.com/MuhammadAz42/status/1732768393646723408
Thu Dec 07 14:25:50 +0000 2023;1732768385040040413;"Dukungan terhadap Ganjar Pranowo sebagai capres 2024 muncul karena dianggap dapat menggabungkan pertumbuhan ekonomi dengan keberlanjutan lingkungan. @rcnsyopii  LanjutGan GanjarSatsetIKN KTPSaktiGanjarMahfud https://t.co/UZBJFXDbgq";0;0;0;0;in;1683738015057993730;1732768385040040413;EkiMustaki4;https://twitter.com/EkiMustaki4/status/1732768385040040413
Thu Dec 07 14:25:50 +0000 2023;1732768382825472217;"@ganjarpranowo Gutung ruyung itu zaman bahela...wayahini kadada lagi gutung ruyung ..ikam2 aku2...itu jar kekanakan kedai kupi...";0;0;0;0;in;1604129241259741184;1732589528039456768;abdul_jabarsyah;https://twitter.com/abdul_jabarsyah/status/1732768382825472217
Thu Dec 07 14:25:48 +0000 2023;1732768373971255327;"Langkah inovatif Ganjar Pranowo dengan KTP SAKTI memberikan harapan baru bagi masyarakat terkait efisiensi dan kemudahan dalam mendapatkan layanan publik. @pchypearl  LanjutGan GanjarSatsetIKN KTPSaktiGanjarMahfud https://t.co/MAh3BLRZmo";0;0;0;0;in;1691337179707080704;1732768373971255327;AriaZahraaA;https://twitter.com/AriaZahraaA/status/1732768373971255327
Thu Dec 07 14:25:47 +0000 2023;1732768371605717199;"Melalui setiap proses, Pak Ganjar Pranowo dan Pak Mahfud MD mengajarkan bahwa kita bisa menjadi pribadi yang lebih baik @rmond_N  https://t.co/PNsng2r1kT";0;0;0;0;in;1684134288328126465;1732768371605717199;aryaa_aji;https://twitter.com/aryaa_aji/status/1732768371605717199
Thu Dec 07 14:25:47 +0000 2023;1732768370888450280;"Pak Ganjar Pranowo dan Pak Mahfud MD memberikan inspirasi bahwa setiap proses adalah peluang untuk tumbuh dan berkembang @shxxmiroh  https://t.co/hBmOpAstub";0;0;0;0;in;1689181338744889344;1732768370888450280;anandareivna1;https://twitter.com/anandareivna1/status/1732768370888450280
Thu Dec 07 14:25:47 +0000 2023;1732768370628436328;"Bersama Pak Ganjar Pranowo dan Pak Mahfud MD, mari kita wujudkan Indonesia yang lebih adil, sejahtera, dan penuh martabat @Rindank23  https://t.co/UbWA6YomEc";0;0;0;0;in;1684123272613593088;1732768370628436328;FarelPutra24;https://twitter.com/FarelPutra24/status/1732768370628436328
Thu Dec 07 14:25:43 +0000 2023;1732768354962669670;"Ganjar Pranowo, setiap proses adalah ujian untuk keberhasilan Semoga Anda bisa melewati dengan keberanian dan kebijaksanaan @rama_rahadhian  https://t.co/lzIouQpzj2";0;0;0;0;in;1684476300839505920;1732768354962669670;Aldo90Cahy39878;https://twitter.com/Aldo90Cahy39878/status/1732768354962669670
Thu Dec 07 14:25:42 +0000 2023;1732768351380701275;"@ganjarpranowo Semoga pak ganjar lebih bisa memajukan indonesia";0;0;0;0;in;1626503451315142658;1732589528039456768;geishaputri93;https://twitter.com/geishaputri93/status/1732768351380701275
Thu Dec 07 14:25:39 +0000 2023;1732768338374238598;"KTP SAKTI adalah langkah besar menuju pemerintahan yang lebih transparan dan responsif di bawah pimpinan Ganjar Pranowo. @poneglyphie  LanjutGan GanjarSatsetIKN KTPSaktiGanjarMahfud https://t.co/pk8JB9jHVw";0;0;0;0;in;1691343832410148864;1732768338374238598;rickydrmwnnn;https://twitter.com/rickydrmwnnn/status/1732768338374238598
Thu Dec 07 14:25:35 +0000 2023;1732768319197839800;"@ganjarpranowo Karena pemimpin yang baik adalah yang bisa menyelaraskan antara pemerintahan dan pemuka agama  Ganjar Tuntaskan IKN";0;0;0;0;in;1713494577171324928;1732589528039456768;parkjia457060;https://twitter.com/parkjia457060/status/1732768319197839800
Thu Dec 07 14:25:33 +0000 2023;1732768311207678122;"@narkosun @Paltiwest @yusuf_dumdum Ganjar Pranowo, semangat untuk mewujudkan visi positif untuk Indonesia!";0;0;0;0;in;1704104702420344832;1732639738803421326;teofila_farida;https://twitter.com/teofila_farida/status/1732768311207678122
Thu Dec 07 14:25:31 +0000 2023;1732768303293005852;"@seruanhl @ganjarpranowo @mohmahfudmd @NgkongRoses @B1nt4ng_K1r4r4 @selfmirror_ @007koteka @Aryprasetyo85 @BiLLRaY2019 @tnmuda semangat terus pak ganjar-mahfud Ganjar Tuntaskan IKN";0;0;0;0;in;1541698340022538240;1732651075629695130;cakebygf;https://twitter.com/cakebygf/status/1732768303293005852
